,DATETIME,PRESSURE_T1,PRESSURE_T2,PRESSURE_T3,PRESSURE_T4,PRESSURE_T5,PRESSURE_T6,PRESSURE_T7,PRESSURE_J280,PRESSURE_J269,PRESSURE_J300,PRESSURE_J256,PRESSURE_J289,PRESSURE_J415,PRESSURE_J302,PRESSURE_J306,PRESSURE_J307,PRESSURE_J317,PRESSURE_J14,PRESSURE_J422,FLOW_PU1,FLOW_PU2,FLOW_PU3,FLOW_PU4,FLOW_PU5,FLOW_PU6,FLOW_PU7,FLOW_PU8,FLOW_PU9,FLOW_PU10,FLOW_PU11,FLOW_V2,STATUS_PU1,STATUS_PU2,STATUS_PU3,STATUS_PU4,STATUS_PU5,STATUS_PU6,STATUS_PU7,STATUS_PU8,STATUS_PU9,STATUS_PU10,STATUS_PU11,STATUS_V2,ATT_FLAG
14796,3699.0,0.9243,3.9695,5.0319,2.159,4.5,5.1496,2.67,2.9751,34.679,29.2498,76.0801,29.2101,87.6332,24.2986,110.7135,24.1852,70.7653,31.7378,30.8378,96.8238,96.8429,0.0,0.0,0.0,49.4661,0.0,13.5335,0.0,31.0391,0.0,73.4384,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
15829,3957.25,2.9642,4.0721,3.159,1.9285,4.5,5.5,4.178,2.9767,36.5349,27.0326,67.8251,26.9911,82.997,23.0787,93.1081,22.9629,68.3772,39.686,28.4127,93.3466,93.3646,0.0,0.0,0.0,50.7018,0.0,29.9066,0.0,31.3823,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
15830,3957.5,3.0148,3.9375,3.0378,1.8795,4.5,5.5,4.0924,2.9768,36.562,26.9005,67.704,26.8589,82.9286,23.1184,93.1479,23.0024,68.3151,39.7293,28.2803,93.2954,93.3135,0.0,0.0,0.0,50.6698,0.0,29.9066,0.0,31.4119,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
14815,3703.75,2.286,5.0805,3.8484,2.3474,4.5,5.2419,3.108,2.9776,37.4988,28.1073,74.1394,28.0671,85.8358,26.2584,109.4099,26.1405,70.4786,40.6773,29.4812,91.5223,91.5398,0.0,0.0,0.0,49.8055,0.0,18.2251,0.0,31.6945,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
14816,3704.0,2.3754,4.9483,3.7833,2.4515,4.5,5.324,3.2796,2.977,36.8733,27.9335,71.1379,27.8924,84.5544,23.692,97.2624,23.5743,68.0135,39.9064,29.3112,92.7076,92.7255,0.0,0.0,0.0,50.3711,0.0,27.3189,0.0,31.6653,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
11495,2873.75,5.6506,2.215,4.734,4.2742,4.5,5.5,4.2937,2.9767,36.5141,28.9623,73.3076,28.9228,87.5043,26.9573,108.1011,26.8447,73.8065,31.6252,30.7252,93.3858,93.4039,0.0,0.0,0.0,0.0,49.3575,20.5186,0.0,30.9255,0.0,101.2127,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
11496,2874.0,5.6164,2.3527,4.6484,4.3776,4.5,5.5,4.4679,2.9767,36.5421,29.0428,72.6381,29.0028,86.978,26.6219,106.3221,26.508,72.8793,31.7043,30.8043,93.3331,93.3512,0.0,0.0,0.0,0.0,49.6729,22.0034,0.0,31.1009,0.0,100.7252,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
14993,3748.25,1.0964,2.783,4.9019,3.3371,4.5,5.3455,4.0934,2.9756,35.1937,28.626,76.2556,28.588,89.1931,29.0322,115.8226,29.0322,60.7735,31.1736,30.2736,95.864,95.8828,0.0,0.0,0.0,48.3067,0.0,12.7482,0.0,0.0,0.0,85.0121,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
14994,3748.5,1.1589,2.8804,4.8528,3.5423,4.5,5.2898,3.8666,2.976,35.6993,31.2728,76.2065,31.2728,68.3875,29.5252,116.3156,29.5252,60.5851,33.5627,32.6627,94.9178,94.9363,0.0,0.0,0.0,0.0,0.0,12.7482,0.0,0.0,0.0,70.354,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
15047,3761.75,2.037,5.4625,4.4358,2.7608,4.5,5.4795,2.736,2.9766,36.3612,28.4701,73.2371,28.4295,85.6903,24.193,103.658,24.0743,67.9888,39.3049,29.8458,93.6739,93.692,0.0,0.0,0.0,50.0663,0.0,22.2373,0.0,31.8162,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
15048,3762.0,2.1029,5.3297,4.3527,2.8371,4.5,5.5,2.7934,2.977,36.8449,28.3483,72.0615,28.3079,85.8587,24.5598,103.0458,24.4439,69.7648,39.8483,29.7229,92.7613,92.7792,0.0,0.0,0.0,49.9175,0.0,23.1692,0.0,31.4095,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
11467,2866.75,6.5,2.9559,3.1484,3.1433,4.5,5.5,3.5054,2.9871,49.3425,26.0212,70.566,25.9817,84.7129,44.9171,123.9826,44.7726,75.3164,59.4384,27.3915,67.867,67.8782,0.0,0.0,0.0,0.0,49.2792,22.6374,0.0,35.3643,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
11468,2867.0,6.5,2.8251,3.0511,3.1757,4.5,5.5,3.6728,2.9896,52.8009,25.89,70.192,25.8506,84.5723,50.2701,130.5457,50.1219,78.664,64.3679,27.2604,60.4073,60.4167,0.0,0.0,0.0,0.0,49.2841,21.4457,0.0,35.8536,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
9213,2303.25,3.1393,3.7176,3.6651,2.7145,4.5,5.5,2.2908,2.9749,34.5034,28.0734,87.756,28.1459,83.9189,23.3351,101.7447,23.2191,68.4924,31.0731,30.1731,97.1504,97.1696,0.0,36.3787,0.0,0.0,50.7925,23.2404,0.0,31.4234,0.0,83.9049,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
9214,2303.5,3.096,3.709,3.7745,2.6729,4.5,5.5,2.3152,2.9749,34.4824,28.0643,87.824,28.1365,83.8848,23.3008,101.7103,23.1849,68.5044,31.0622,30.1622,97.1894,97.2085,0.0,36.3356,0.0,0.0,50.8048,23.2404,0.0,31.4099,0.0,83.7126,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
6972,1743.0,2.0079,4.9731,5.3543,2.7423,4.5,5.3799,1.2407,2.975,34.6214,30.0899,74.7264,30.0482,85.8425,28.2252,107.4645,28.2252,55.7816,32.5687,31.6687,96.9309,96.95,0.0,0.0,0.0,0.0,50.7818,22.3915,0.0,0.0,0.0,70.025,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
6973,1743.25,2.0328,5.024,5.2776,2.8096,4.5,5.2727,0.8523,2.9748,34.3945,30.0553,74.6497,30.0137,85.8825,18.4819,97.8723,18.2147,83.245,32.5176,31.6176,97.3529,97.3721,0.0,0.0,0.0,0.0,50.7446,22.3914,0.0,24.671,24.6328,66.8702,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
11515,2878.75,5.0124,4.5507,3.2233,3.0282,4.5,5.2461,1.8667,2.976,35.7434,28.9188,87.53,28.9946,84.5647,24.3415,98.7465,24.2206,67.0828,31.9757,31.0757,94.8351,94.8535,0.0,36.971,0.0,0.0,50.8936,26.6678,0.0,32.1157,0.0,91.1809,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
11516,2879.0,4.9644,4.5595,3.3335,3.0078,4.5,5.2803,1.8706,2.9763,36.0827,28.958,87.9647,29.0329,85.1097,25.0744,102.0402,24.9514,66.712,32.0232,31.1232,94.198,94.2162,0.0,36.7536,0.0,0.0,50.6403,24.5422,0.0,32.4251,0.0,93.4138,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
15023,3755.75,1.8192,5.0446,3.4419,3.1632,4.5,5.5,4.3646,2.9751,34.6552,29.2532,90.0605,29.3226,85.9145,23.8239,106.3985,23.7133,71.6802,32.1698,31.2698,96.868,96.887,0.0,35.7447,0.0,50.4066,0.0,18.9131,0.0,30.6237,0.0,72.0215,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
15024,3756.0,1.8261,5.0073,3.5707,3.224,4.5,5.5,4.4578,2.9749,34.5017,29.1916,90.5363,29.2583,84.6662,22.5969,99.5204,22.4872,70.8948,32.1058,31.2058,97.1535,97.1726,0.0,35.4371,0.0,51.0003,0.0,24.5725,0.0,30.49,0.0,71.3268,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
11182,2795.5,4.0744,2.853,3.1749,4.3949,4.5,4.9897,2.4345,2.9781,38.0963,22.7867,85.9114,22.8528,84.7717,26.843,107.8192,26.7189,67.8951,41.7592,24.5422,90.3849,90.4021,0.0,34.3959,0.0,0.0,47.5609,20.704,0.0,32.5875,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
11183,2795.75,4.1502,2.6355,3.2763,4.4091,4.5,5.0385,2.4606,2.9781,38.1365,22.5923,85.9093,22.6579,84.7314,26.9107,107.8869,26.7865,67.9338,41.8232,24.3451,90.3082,90.3254,0.0,34.2812,0.0,0.0,47.475,20.704,0.0,32.5956,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
11313,2828.25,5.2865,3.1815,3.5353,4.4089,4.5,5.5,3.9735,2.9763,36.0038,29.3928,69.305,29.3522,86.5901,24.9024,98.7725,24.7901,71.932,32.0077,31.1077,94.3463,94.3646,0.0,0.0,0.0,0.0,50.0522,27.0843,0.0,30.8717,0.0,93.6244,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
11314,2828.5,5.2409,3.2972,3.4232,4.4519,4.5,5.5,4.0886,2.9763,35.9917,29.4667,69.1929,29.4261,86.6412,24.881,98.751,24.7689,72.0145,32.077,31.177,94.369,94.3873,0.0,0.0,0.0,0.0,50.0638,27.0843,0.0,30.8407,0.0,92.9297,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
11455,2863.75,6.1185,4.307,4.2533,3.4438,4.5,5.3843,4.2389,2.9797,39.9737,29.307,74.0874,29.307,64.5725,35.518,121.2654,35.518,58.2667,44.7907,30.497,86.7773,86.7935,0.0,0.0,0.0,0.0,0.0,14.533,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
11456,2864.0,6.2281,4.307,4.1822,3.1176,4.5,5.2978,3.8341,2.9794,39.7077,29.307,73.6638,29.307,63.0316,34.2099,110.5067,34.2099,56.9792,44.3977,30.497,87.2917,87.308,0.0,0.0,0.0,0.0,0.0,25.0586,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
15717,3929.25,3.9805,0.8505,4.9939,2.4072,4.5,5.0489,2.7278,2.9903,23.8842,26.9656,73.2101,26.9249,84.0727,28.9148,110.8661,28.9148,56.4438,29.5706,28.6706,116.2925,0.0,0.0,0.0,0.0,50.124,0.0,19.5598,0.0,0.0,0.0,92.0591,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
15718,3929.5,3.8868,0.9546,4.9046,2.4204,4.5,5.022,2.5316,2.9901,23.0028,26.7375,73.1207,26.6969,84.0245,23.1144,105.1315,22.9981,68.1262,29.3015,28.4015,117.8267,0.0,0.0,0.0,0.0,50.0321,0.0,19.5598,0.0,31.4657,0.0,85.7821,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
14903,3725.75,3.3402,5.3376,4.6193,3.5152,4.5,4.9123,2.3849,2.9768,36.6118,33.2421,75.1948,33.2421,69.0061,26.3396,110.7474,26.2208,70.1506,35.5032,34.6032,93.2015,93.2195,0.0,0.0,0.0,0.0,0.0,16.6013,0.0,31.8118,0.0,64.6945,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
14904,3726.0,3.3834,5.5093,4.5581,3.3402,4.5,4.9951,2.5704,2.9785,38.6049,30.5093,74.5081,30.5093,67.5882,27.9447,112.024,27.8247,71.0817,42.2091,31.6993,89.4128,89.4298,0.0,0.0,0.0,0.0,0.0,17.0444,0.0,32.0038,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
15733,3933.25,2.2714,2.0506,3.46,2.6637,4.5,5.4845,2.3357,2.9897,21.4763,27.1194,68.9734,27.0784,83.822,19.3414,90.5008,19.2282,65.9364,29.5834,28.6834,120.4669,0.0,0.0,0.0,0.0,50.3297,0.0,29.1081,0.0,31.001,0.0,67.7718,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
15734,3933.5,2.1609,2.0969,3.3457,2.6368,4.5,5.4679,2.2019,2.9896,21.4238,27.143,68.8591,27.102,83.8054,19.274,90.4334,19.1608,65.8588,29.603,28.703,120.5574,0.0,0.0,0.0,0.0,50.3501,0.0,29.1081,0.0,31.004,0.0,66.9463,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
11487,2871.75,6.0414,1.2075,5.0879,3.6303,4.5,5.5,3.1377,2.9767,36.5383,26.392,89.514,26.4552,84.7491,26.4859,104.614,26.3735,73.4693,29.5687,28.6687,93.3403,93.3583,0.0,34.3974,0.0,0.0,49.5075,23.498,0.0,30.8855,0.0,115.5061,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
11488,2872.0,5.9908,1.2914,5.2027,3.6298,4.5,5.5,3.342,2.9763,36.0056,26.3372,88.6124,26.4042,85.9768,25.961,104.939,25.8453,71.3321,29.4882,28.5882,94.343,94.3613,0.0,34.8972,0.0,0.0,48.8349,22.7054,0.0,31.3611,0.0,112.1463,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
11347,2836.75,5.6372,5.1651,4.7897,3.5248,4.5,5.4465,4.5541,2.9803,40.7755,28.2571,76.4016,28.2182,87.6493,36.0371,121.7279,36.0371,61.4219,45.626,29.6249,85.2203,85.236,0.0,0.0,0.0,0.0,48.9101,14.6227,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
11348,2837.0,5.7675,5.0353,4.7452,3.668,4.5,5.3992,4.3468,2.9801,40.4327,28.202,75.6183,28.1647,89.5309,35.533,119.4726,35.533,58.4881,45.2202,29.5629,85.8872,85.9031,0.0,0.0,0.0,0.0,47.8659,17.1392,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
11375,2843.75,6.5,1.9055,3.3765,3.2406,4.5,5.0846,2.3987,2.9858,47.6216,21.8913,86.43,21.952,83.0884,41.8504,119.6468,41.7007,69.4342,56.9331,23.6377,71.4704,71.4825,0.0,33.5423,0.0,0.0,47.9919,23.8189,0.0,36.0487,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
11376,2844.0,6.5,1.6891,3.4817,3.2022,4.5,5.1426,2.435,2.9864,48.4371,21.672,86.1931,21.7328,82.842,42.0908,115.0128,41.9413,69.7626,58.0457,23.4187,69.7712,69.7829,0.0,33.5528,0.0,0.0,48.0066,27.8271,0.0,36.0276,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
7095,1773.75,4.3085,3.7531,2.9175,2.8128,4.5,5.5,1.4886,2.9906,24.8704,23.4307,84.989,23.5,83.0358,18.7868,90.3183,18.5419,86.2608,37.4635,25.2147,114.5675,0.0,0.0,35.3153,0.0,0.0,48.8545,28.8938,0.0,23.5316,23.4943,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
7096,1774.0,4.2454,3.5298,3.0117,2.7703,4.5,5.5,1.7973,2.9907,25.4245,23.2043,84.7593,23.2735,82.7609,29.3736,101.5623,29.3736,52.0118,38.168,24.9886,113.5941,0.0,0.0,35.316,0.0,0.0,48.8802,28.312,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
14994,3748.5,1.1589,2.8804,4.8528,3.5423,4.5,5.2898,3.8666,2.976,35.6993,31.2728,76.2065,31.2728,68.3875,29.5252,116.3156,29.5252,60.5851,33.5627,32.6627,94.9178,94.9363,0.0,0.0,0.0,0.0,0.0,12.7482,0.0,0.0,0.0,70.354,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
14995,3748.75,1.2363,3.0671,4.8036,3.339,4.5,5.2326,3.6416,2.976,35.7575,31.4167,76.1574,31.4167,68.1841,29.6123,116.4027,29.6123,60.3966,33.7041,32.8041,94.8086,94.8271,0.0,0.0,0.0,0.0,0.0,12.7482,0.0,0.0,0.0,69.8741,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
15922,3980.5,4.3708,4.171,3.4703,2.0926,4.5,5.2803,2.706,2.9908,25.8146,27.166,70.581,27.1251,84.0508,24.4553,100.4717,24.3357,67.8382,38.375,28.5429,112.907,0.0,0.0,0.0,0.0,50.2372,0.0,25.353,0.0,31.9339,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
15923,3980.75,4.3463,4.0377,3.3702,2.1193,4.5,5.3259,2.7256,2.9908,25.7948,27.037,70.4808,26.9963,84.0373,24.4342,100.4505,24.3147,67.8602,38.3517,28.4135,112.942,0.0,0.0,0.0,0.0,50.1785,0.0,25.353,0.0,31.9217,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
